id|cim|reszletes_cim|teljes_ar|reszletes_ar|terulet|nm_ar|szobak|epitesi_ev|szint|ingatlan_allapota|futes|erkely|parkolas|hirdeto_tipus|kepek_szama|leiras|link|telekterulet|energetikai|ingatlanos|telefon|allapot|epulet_szintjei|kilatas|parkolohely_ara|komfort|legkondicionalas|akadalymentesites|furdo_wc|tetoter|pince|parkolo|tajolas|kert|napelem|szigeteles|rezsikoltség|zold_energia_premium_pont|wellness_luxury_pont|smart_technology_pont|premium_design_pont|premium_parking_pont|premium_location_pont|build_quality_pont|negativ_tenyezok_pont|van_zold_energia|van_wellness_luxury|van_smart_tech|van_premium_design|van_premium_parking|van_premium_location|van_build_quality|van_negativ_elem|ossz_pozitiv_pont|ossz_negativ_pont|netto_szoveg_pont|varosresz_kategoria|varosresz_premium_szorzo|geo_latitude|geo_longitude|geo_address_from_api
44|Budapest X. kerület, Kőbánya - Újhegyi lakótelep||69,50 M Ft||68 m2|992 857 Ft / m2||1950 és 1980 között|4|felújított|távfűtés|4 m2||ingatlaniroda|10|"Családi otthon nyugalomban, kényelemben – azonnal költözhető lakás Újhegy szívében

Budapest X. kerületének egyik legcsendesebb, mégis kiválóan ellátott részén, Újhegyen kínálunk megvételre egy igényesen felújított, 68 négyzetméteres, háromszobás lakást. Az ingatlan egy gondosan karbantartott társasházban található, barátságos szomszédsággal, nyugodt környezetben.

A lakás praktikus elrendezésű: három világos és jól szeparált szoba biztosít kényelmet egy többtagú család számára is. A tágas nappali a lakás központi eleme, amelyhez egy 4 négyzetméteres erkély is kapcsolódik – ideális hely a pihenéshez, egy nyugodt reggelihez vagy esti kikapcsolódáshoz.

Az ingatlan műszaki állapota kiváló. A felújítás során kiemelt figyelmet fordítottak a részletekre, a nyílászárók integrált szúnyoghálóval é..."|https://ingatlan.com/34885012|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|2.5|0.0|0|0|0|0|0|0|1|0|2.5|0.0|2.5|Prémium villa negyed|1.3|||
46|Budapest X. kerület, Gőzmozdony utca||51,50 M Ft||50 m2|990 384 Ft / m2||1981 és 2000 között|4|felújítandó|távfűtés|4 m2|utca, közterület - ingyenes|maganszemely|0|"Eladó Kőbánya-Újhegyen, kiváló helyen, a Gőzmozdony utcában, egy szigetelt társasházban lévő, IV. emeleti, 2 szobás, erkélyes, teljesen felújítandó lakás.

A lakás a helyi viszonyoknak megfelelően klasszikus elrendezéssel bír: 2 különnyíló szobája van(a kisebbiken keresztül érhető el az erkély), a konyha ablakos, valamint a mellékhelyiség és a fürdőszoba külön találhatóak. Délnyugati fekvésének köszönhetően fényárban úszik.

Lokáció szempontjából remek választás, mivel több bevásárlási(pl.: Family Center, Penny vagy akár a KÖKI), kikapcsolódási(Bánya-tó park) lehetőségünk van. Tömegközlekedés szempontjából a KÖKI-től induló buszok, valamint vonatok állnak a rendelkezésünkre, aminek köszönhetően a Nyugati pályaudvar kb. 15 perc alatt érhető el, de az M3 metró miatt a belváros több pontja is..."|https://ingatlan.com/34880807|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-4.0|0|0|0|0|0|0|0|1|0.0|4.0|-4.0|Központi terület|1.0|||
47|Budapest X. kerület, Szövőszék utca||48,90 M Ft||37 m2|1 286 842 Ft / m2||||||2 m2||maganszemely|0|"Teljeskörűen feljított, első lakásnak minden tekintetben tökéletes ingatlan szeptemberi átadással eladó!

Az ingatlan felújítása jelenleg is zajlik, amelynek során az ingatlanban megtörténik
- minden nyilászáró cseréje;
- a teljes villanyhálózat felújítása;
- a teljes gépészet (fürdőszoba, wc, radiátorok) felújítása és cseréje;
- új, gépesített (whirpool gépekkel - mosógép, mosogatógép, sütő, mikró, főzőlap - felszerelt) divian konyha kialakítása.

A lokáció tökéletes, sétatávolság a közeli tó, illetve pár százméter a metroállomás, valamint a Köki-terminál bevásárlóközpont is.

A hirdetett ár kedvezményes, előértékesítési ár. Csapjon le rá mielőtt még a START program felveri a hasonló kategóriájú lakások árát."|https://ingatlan.com/34880388|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Prémium villa negyed|1.3|||
48|Budapest X. kerület, Oltó utca||59 M Ft||49 m2|1 204 081 Ft / m2|||3||távfűtés||utca, közterület - ingyenes|ingatlaniroda|15|Felújított, klímás lakás loggiával a 10. kerületben - azonnal költözhető! Budapest 10. kerületének csendes, mégis jól megközelíthető részén eladó egy 3. emeleti, igényesen felújított panel lakás, amely tökéletes választás lehet otthonnak vagy befektetésnek egyaránt. A lakás két teljes értékű szobával rendelkezik, amelyek egymásból és külön is nyílnak , ideális elosztás családoknak, pároknak vagy kiadásra. A konyha és a fürdőszoba teljes körűen felújított, modern, esztétikus burkolatokkal. Az egész lakás új hidegburkolatot kapott, így valóban friss, gondozott benyomást kelt. A komfortot távfűtés, klíma, valamint műanyag nyílászárók redőnnyel és szúnyoghálóval biztosítják - a kellemes hőmérséklet és a nyugodt, csendes környezet garantált. A lakáshoz tartozik egy tágas, nyitott loggia, amely ...|https://ingatlan.com/34862733|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|2.5|0.0|0|0|0|0|0|0|1|0|2.5|0.0|2.5|Prémium villa negyed|1.3|||
50|Budapest X. kerület, Mádi utca||69,90 M Ft||57 m2|1 184 745 Ft / m2|1 + 2 fél|||||4 m2||maganszemely|0|"INGATLANOSOK SEGÍTSÉGÉT köszönettel NEM KÉRJÜK mert már van!!!!

A X. kerületben az Újhegyi lakótelepen, Mádi utcában eladó egy 57 négyzetméteres, tehermentes, VII. emeleti szép lakás .
A ház szigetelt, ezért a fűtési költség alacsony!
A lakásban külön konyha, nappali, étkező, két hálószoba, fürdőszoba, illetve egy különálló WC található. Valamennyi szoba külön nyílik.
Az előszoba és a konyha, az étkező, valamint a WC és fürdőszoba járólapokkal burkoltak, a szobákat laminált padló borítja.
A lakás világos, észak-keleti fekvésű, a burkolt erkéllyel rendelkezik.

A lakás fűtése egyedi mérésű távfűtés.
A víz és villany szintén egyedi elszámolás alapján történik.
A nyílászárók műanyagok, jól zárnak, redőnyözöttek. A lakás rezsije kedvező, a közös költség 16.400 Ft/hó.

Tehermentes,rövid időn b..."|https://ingatlan.com/34848751|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Prémium villa negyed|1.3|||
51|Budapest X. kerület, Oltó utca||63,89 M Ft||68 m2|906 241 Ft / m2||||||5 m2||maganszemely|1|"Magánszemélytől eladó egy tehermentes, tágas, világos, 68 nm alapterületű lakás 5 nm-es fedett erkéllyel együtt.
Az ingatlan Budapest X. kerületében, az Oltó utcában található kiváló közlekedés mellett, mégis csendes, parkosított zöldövezeti részen.
A lakás fűtése gazdaságosan távhővel szabályozható, a fürdőszoba teljes felújításon esett át, az ablakok és az erkélyajtó árnyékolását redőny és reluxa biztosítja.
A konyha gépesített (automata mosógép, 2 hűtő, új sütő és mikró), a szobák bútorozottak, az előszobában beépített szekrények biztosítják a csomagok elhelyezését, a fürdőszoba és WC külön helyiségben került kialakításra.
A lakás méretei miatt tökéletes megoldás lehet nagycsaládosok részére is.
Gépkocsiparkolás a társasház előtt kialakított ingyenes parkolóban biztosított, ahol elektro..."|https://ingatlan.com/34845475|||||||||||||||||||||0.0|0.0|0.0|3.8|0.0|3.2|2.5|0.0|0|0|0|1|0|1|1|0|9.5|0.0|9.5|Prémium villa negyed|1.3|||
53|Budapest X. kerület, Szövőszék utca||69,90 M Ft||68 m2|998 571 Ft / m2|||6|jó állapotú|távfűtés|4 m2||maganszemely|1|"Budapest X. kerületének közkedvelt részén, az Újhegyi lakótelepen eladó egy 68 négyzetméteres 3 szobás, 6. emeleti, klimatizált, jó állapotú, erkélyes panelprogramos lakás, liftes, rendezett társasházban.
Az ingatlan tehermentes, hitelezhető.
A 40 éves gyönyörű fák, a zöld környezeten kívül tovább növeli az ingatlan vonzerejét, a lakótelep kiváló ellátottsága: A megújult Újhegyi sétányon keresztül elérhető a felnőtt- és gyermekorvosi rendelő, gyógyszertár, óvódák-iskolák, posta, lottózó, cukrászda, fagyizó, edzőterem, kutyafuttató, Auchan bevásárlóudvar, Lidl, Penny, Interspar, Spar, DM, McDonalds.
Több autóbuszjárattal, gyorsan megközelíthető Kőbánya-Kispest (KÖKI) metró- és vonatállomás, az Örs Vezér tér metró- és hévállomás is. Buszok: 68, 85, 85E, 117, 268, éjszakai 909, 968.
A környék..."|https://ingatlan.com/34838047|||||||||||||||||||||0.0|8.0|0.0|0.0|2.8|0.0|0.0|0.0|0|1|0|0|1|0|0|0|10.8|0.0|10.8|Általános terület|1.0|||
54|Budapest X. kerület, Mélytó utca 8.||55 M Ft||49 m2|1 089 108 Ft / m2||1981 és 2000 között|10|felújított|távfűtés|3 m2|utca, közterület|maganszemely|0|"Csak cserélek!
Elcserélem X. kerületi 2 szobás panel lakásomat amit most újítottunk fel. Napos csendes zöld környezetben van a Mélytó mellett. Kérek Újpalotán szintén panel lakást ami magas emeleti 1 vagy 2 ill. 1+2 félszobás. LEHET ÖNKORMÁNYZATI! Ráfizetést kérek!
Ingatlanost nem kérek!"|https://ingatlan.com/34836919||D|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Prémium villa negyed|1.3|||
55|Budapest X. kerület, Szőlővirág utca||54 M Ft||49 m2|1 069 306 Ft / m2||1950 és 1980 között|8|jó állapotú|távfűtés, hűtő-fűtő klíma|3 m2|utca, közterület - ingyenes|maganszemely|1|"Eladásra kínálom szeretett lakásunkat az Újhegyi lakótelepen!

A ház, amelyben a lakás található egy az 1970-es években épült, panelprogramban részt vett 10 emeletes társasház. A társasház anyagi helyzetet rendezett, a közösképviselet elérhető, segítőkész, minden fontos információról időben tájékoztatják a tulajdonosokat. Műszaki probléma esetén a ház diszpécser szolgálata éjjel nappal elérhető, törekednek a hibák gyors kijavítására. A lakóközösség és a szomszédság barátságos, a lépcsőház kamerával felszerelt, kulturált és tiszta. Az épületben található lift rendszeresen karbantartott, üzembiztos.
A közösköltség 13000 Ft/hó + 3000 Ft/hó felújítás

A lakás a 8. emeleten található, jó, beköltözhető állapotú, a rezsi alacsony és mivel minden oldalról vannak szomszédos lakások így a leghidegeb..."|https://ingatlan.com/34836792|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|2.5|0.0|0|0|0|0|0|0|1|0|2.5|0.0|2.5|Általános terület|1.0|||
56|Budapest X. kerület, Szőlővirág utca||59,50 M Ft||68 m2|850 000 Ft / m2|2 + 1 fél|1981 és 2000 között|földszint|jó állapotú|távfűtés|4 m2|utca, közterület - ingyenes|maganszemely|1|"X. kerület Szőlővirág utcában szigetelt, 10 emeletes panel társasházban eladó magasföldszinti, új nyílászárókkal felszerelt 2+1 szobás, erkélyes lakás. Az ingatlan jó állapotú, konyhája ablakos, fürdőszoba és wc külön helyiségben található. Az előszobában illetve a szobákban beépített szekrények találhatók. Az ingatlan tehermentes, világos, jó elosztású. Érdemes megnézni. Parkos, zöld övezetben található, közelben Spar, Lidl, Penny Market illetve több iskola illetve az Újhegy Park.

Az ingatlan irányára: 59,5 millió forint"|https://ingatlan.com/34813905||C|||||||||||||||||||0.0|4.0|0.0|3.8|0.0|0.0|2.5|0.0|0|1|0|1|0|0|1|0|10.3|0.0|10.3|Jó lakónegyed|1.15|||
57|Budapest X. kerület, Bányató utca||58,50 M Ft||49 m2|1 158 415 Ft / m2|||3|felújított|távfűtés|3 m2|utca, közterület - ingyenes|maganszemely|1|"Felújított, 2 szobás lakás eladó a X. kerületben, a Mélytó mellett – kiváló közlekedéssel és infrastruktúrával!

Eladó Budapest 10. kerületének egyik legkedveltebb, zöldövezeti részén, a Mélytó közvetlen közelében ez az igényesen felújított, 3. emeleti, erkélyes lakás.

Főbb jellemzők:

A lakás két külön nyíló, klimatizált szobával rendelkezik.
Egy közös használatú, valamint egy saját, beépített erkély tartozik hozzá, utóbbi jelenleg tárolóként funkcionál, ami rendkívül praktikus.
A konyhában egyedileg gyártott konyhabútor található, amely nemcsak esztétikus, de funkcionális is.
A nyílászárók és radiátorok cserélve lettek, így a lakás energiahatékonyabb lett.
Beépített gardróbszekrény biztosítja a kényelmes tárolást.

Lokáció és környezet:

A lakás kiváló elhelyezkedésű – a környéken minde..."|https://ingatlan.com/34794998|||||||||||||||||||||4.5|0.0|0.0|7.6|0.0|3.2|0.0|0.0|1|0|0|1|0|1|0|0|15.3|0.0|15.3|Központi terület|1.0|||
58|Budapest X. kerület, Kőbánya - Újhegyi lakótelep||58,50 M Ft||49 m2|1 193 877 Ft / m2||1950 és 1980 között|5|felújított|távfűtés||utca, közterület|ingatlaniroda|8|Eladó a X. ker. Tóvirág utcában egy 49nm-es, ERKÉLYES, két szobás, V.emeleti modern és stílusosan teljes körűen felújított lakás,.Ház:Az 1970-es években épült panelház, tíz emeletes, panel programos, jól karbantartott, kiváló lakóközösségű társasház.Lakás:Belépés után az előszobában találjuk magunkat, ahonnan jobbra az ablakos konyha helyezkedik el. Tovább haladva a közlekedőn keresztül érhetjük el a külön WC-t és a külön fürdőszobát is. Az előszobából érhetjük el a tágas, világos nappalit, majd innen juthatunk el a nagyjából 10 nm-es hálószobába is. A hálószobából nyílik a kb 3 nm-es erkélyünk.Finanszírozás:Az ingatlan teljesen tehermentes, így akár banki támogatással is megvásárolható, melyben irodánk teljes körű segítséget tud Önnek nyújtani.Műszaki:A lakás teljes körűen felújításra ker...|https://ingatlan.com/34780933||D|||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0|0|0|0|0|0|0|0|0.0|0.0|0.0|Jó lakónegyed|1.15|||
59|Budapest X. kerület, Kővágó utca||52,90 M Ft||49 m2|1 047 524 Ft / m2|||9|jó állapotú|távfűtés|3 m2|utca, közterület - ingyenes|maganszemely|0|"Magánszemélytől eladó, ingatlanosok segítségét köszönöm, nem kérem!
Privátban szívesen küldök képeket a lakásról.

Eladó lakás zöld környezetben magánszemélytől Budapest X. kerületében, az Újhegyi lakótelepen. Liftes panelház 9. emelete, 2 szobás, 49 nm2-es, 1/1 tulajdonú, azonnal költözhető, per és tehermentes, erkélyes, világos lakás.
A lakás a konyha felől keleti, a szobák felől délnyugati fekvésű. A szobák parkra néznek. Élhető, világos terek, külön wc és fürdőszoba, a szobák különállóak. A szobák laminált padlóval, a többi helyiség járólappal burkolt. Korszerű műanyag nyílászárókkal, redőnnyel és szúnyoghálóval felszerelt. A bejárati ajtó 12 ponton záródó biztonsági ajtóra lett cserélve. Mindkét szoba klimatizált.
A lakás 2028. december 31-ig hitelesített, rádiófrekvenciás leolvasási ..."|https://ingatlan.com/34762906|||||||||||||||||||||0.0|0.0|3.5|0.0|0.0|0.0|2.5|-2.0|0|0|1|0|0|0|1|1|6.0|2.0|4.0|Általános terület|1.0|||
60|Budapest X. kerület, Mádi utca 200.||57,90 M Ft||58 m2|998 275 Ft / m2|1 + 2 fél||földszint|jó állapotú|távfűtés||utca, közterület - ingyenes|maganszemely|1|"Eladó Kőbányán 3 szobás+étkezős+tárolós, jó állapotban lévő földszinti lakás.
Az ingatlan kiváló közlekedési kapcsolatokkal rendelkezik: a 85,185 és 68-as buszok. Az Örs Vezér tere mindössze 15-20 perc, Kőbánya-Kispest pedig 10 percre található.
Hatalmas ablakoknak köszönhetően világos lakás.
A lakáshoz tartozik egy pince is!
Kilátás zöld környezetre, családi ház övezetben.
Ingyenes parkolás a ház előtt.
Rendezett társasház, jó lakóközösség.
A környéken minden fontos szolgáltatás könnyen elérhető: bölcsőde, óvoda, általános iskola, gimnázium, gyógyszertár és pékség. Továbbá Penny,Lidl,Jysk,Auchan,Deichmann, Rossmann.
A környék dinamikusan fejlődik, és barátságos légkört kínál kutyás tulajdonosnak is.
Az ingatlan rugalmas időpontban megtekinthető hétköznap is, előre egyeztetett időpontban."|https://ingatlan.com/34757770|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-4.0|0|0|0|0|0|0|0|1|0.0|4.0|-4.0|Jó lakónegyed|1.15|||
61|Budapest X. kerület, Tóvirág utca||59,60 M Ft||49 m2|1 180 198 Ft / m2||1950 és 1980 között|5|felújított|távfűtés egyedi méréssel|3 m2|utca, közterület|ingatlaniroda|7|"Kőbánya-Újhegyi lakótelepen, CSENDES KÖRNYÉKEN, IGÉNYESEN FELÚJÍTOTT PANELLAKÁS PANELPROGRAM KERETÉBEN KORSZERŰSÍTETT TÁRSASHÁZBAN ELADÓ !
Eladó egy 49 m² alapterületű, erkélyes napfényes, 5. emeleti, 2 szobás, összkomfortos lakás a Tóvirág utcában.
A lakás keleti és nyugati tájolásának köszönhetően egész nap világos, az egyik oldalon gyönyörű napfelkeltére, a másikon kellemes délutáni fényekre lehet számítani. Praktikus elrendezés: két külön nyíló szoba, külön fürdőszoba és WC.
A felújítás 2025 februárban történt.
A lakás hang- és hőszigetelt nyílászárókkal, illetve kedvező fűtési költségekkel rendelkezik. A házban lift működik.
A környék ideális családoknak és nyugalmat keresőknek: sok zöldfelület, játszóterek, ingyenes parkolás a ház körül, és pár perc sétára található az Újhegyi sétány..."|https://ingatlan.com/34754774|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|Prémium villa negyed|1.3|||
62|Budapest X. kerület, Agyagfejtő utca||59,50 M Ft||68 m2|850 000 Ft / m2||1950 és 1980 között|6|felújítandó|távfűtés|4 m2|utca, közterület - ingyenes|ingatlaniroda|6|"Eladó 3 szobás lakás az Újhegyi lakótelepen!

Budapest 10. kerületében, az Újhegyi lakótelepen eladásra kínálunk egy 68 nm, háromszobás, felújítandó állapotú lakást a 6. emeleten. A lakáshoz egy 4 nm erkély is tartozik, ahonnan kellemes kilátás nyílik a környékre.

A fűtést távfűtés biztosítja, a lakás elrendezése kiváló, mindhárom szoba külön nyílik, így ideális akár családok számára is. A társasház rendezett, liftes, jó lakóközösséggel.

A környék csendes, mégis kiváló infrastruktúrával rendelkezik: boltok, iskola, óvoda, parkok és tömegközlekedés is a közelben található.



További információért és megtekintésért kérem, vegye fel velem a kapcsolatot!"|https://ingatlan.com/34727801|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|0.0|-2.0|0|0|0|0|0|0|0|1|0.0|2.0|-2.0|Jó lakónegyed|1.15|||
63|Budapest X. kerület, Agyagfejtő utca 12.||59,80 M Ft||50 m2|1 172 549 Ft / m2|||2|felújított|távfűtés|2 m2|utca, közterület - ingyenes|maganszemely|1|"Budapest X. kerület Agyagfejtő utcában (liftes panel társasházban) teljeskörűen felújított 49 m2-es, 2 szobás, erkélyes II. emeleti KLÍMÁS lakás eladó.

Az ingatlanban a felújítás 3 hónapja történt, azóta még senki sem lakott benne. Családi okok miatt kerül értékesítésre.

A felújítás során az alábbi munkálatok lettek elvégezve:
- Teljeskörű villamos felújítás (vezetékek kicserélve, új biztosítéktábla, új kapcsolók, új dugaljak)
- Komplett Vízvezeték csere
- Új beltéri ajtók
- Műanyag nyílászárók (szúnyoghálóval és redőnnyel)
- Új burkolatok (laminált és járólap)
- Fürdőszoba teljesen felújított (új kád, épített mosdópult)
- WC teljesen felújított (új WC kagyló)
- Új konyhabútor

Egyéb jellemzők:
- A lakás tájolásának köszönhetően egész nap világos.
- A szobák (20 m2, ill. 12 m2) egybe és ..."|https://ingatlan.com/34726416|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|0.0|2.5|0.0|0|0|0|0|0|0|1|0|2.5|0.0|2.5|Prémium villa negyed|1.3|||
64|Budapest X. kerület, Hang utca 6.||63,90 M Ft||68 m2|926 086 Ft / m2|2 + 1 fél||3|jó állapotú||2 m2|utca, közterület - ingyenes|maganszemely|1|"Eladó egy két hálo szobás, nappalis lakás Budapest 10. kerületében, cím: 1108 Hang Utca 6. szám, harmadik emelet ,van lift , 68 négyzetméteres A lakás bútorozott és gépesített, Tágas, világos nappali.

A környék rendkívül szép, a közlekedési és életkörülmények nagyon kényelmesek. A közvetlen közelben található szupermarket, iskola, családorvos és egyéb napi szükségletek kielégítésére alkalmas létesítmények. Emellett a környék zöldövezeti, csendes életkörnyezetet biztosít, így ideális hely a pihenésre egy nyüzsgő város közepén.

A közlekedés is rendkívül kényelmes, hiszen a környéken több buszjárat is elérhető, mint a 68, 68B, 85, 85E, 117, 268. Emellett a lakás csupán pár lépésre található a Galaktikus Piacról, ahol vásárlás és szórakozás is rendkívül kényelmes.

A lakás ára 63,9 millió fo..."|https://ingatlan.com/34706185|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|-2.0|0|0|0|0|0|1|0|1|3.2|2.0|1.2|Központi terület|1.0|||
65|Budapest X. kerület, Hang utca||63,90 M Ft||68 m2|919 424 Ft / m2||1981 és 2000 között|3|jó állapotú|távfűtés|3 m2|utca, közterület - ingyenes|ingatlaniroda|10|"adó egy kétszobás, nappalis lakás Budapest 10. kerületében, cím: 1108 Hang Utca 6. szám, harmadik emelet ,van lift , 68 négyzetméteres A lakás bútorozott és gépesített, Tágas, világos nappali.

A környék rendkívül szép, a közlekedési és életkörülmények nagyon kényelmesek. A közvetlen közelben található szupermarket, iskola, családorvos és egyéb napi szükségletek kielégítésére alkalmas létesítmények. Emellett a környék zöldövezeti, csendes életkörnyezetet biztosít, így ideális hely a pihenésre egy nyüzsgő város közepén.

A közlekedés is rendkívül kényelmes, hiszen a környéken több buszjárat is elérhető, mint a 68, 68B, 85, 85E, 117, 268. Emellett a lakás csupán pár lépésre található a Galaktikus Piacról, ahol vásárlás és szórakozás is rendkívül kényelmes.

A lakás ára 63,9 millió forint, am..."|https://ingatlan.com/34699156|||||||||||||||||||||0.0|0.0|0.0|0.0|0.0|3.2|0.0|-2.0|0|0|0|0|0|1|0|1|3.2|2.0|1.2|Központi terület|1.0|||
66|Budapest X. kerület, Kőbánya - Újhegyi lakótelep||69,90 M Ft||68 m2|1 013 043 Ft / m2||1950 és 1980 között|10|jó állapotú|távfűtés egyedi méréssel|2 m2|utca, közterület - ingyenes|ingatlaniroda|11|"Kiváló állapotú nagy lakás eladó az Újhegyin
Eladó a X. kerületben a kedvelt Újhegyi lakótelepen egy 68 nm-es 3 szobás, erkélyes nagylakás.
A lakóház és a környezete is rendezett, az épületek között zöld parkok találhatók. A lakás jó elosztású, ablakai két irányba néznek, így minden napszakban éri fény.
Konyhája nagy ablakos, a szobák kényelmes méretűek, jól berendezhetők. Az egyik szoba erkélyes. A nyílászárók cserélve lettek korszerű műanyag ablakokra, a fürdőszoba és a konyha is felújításra került. A szobákban laminált padló lett lerakva. Az ingatlan üres, tehermentes, rövid időn belül birtokba vehető.
Közelben minden gyalogosan is elérhető, Bajcsy Kórház, rendelő, piac, Interspar, Auchan és egyéb bevásárlási lehetőségek.
Buszjáratok közvetlenül Kőbánya-Kispest vonat- és metrómegállóhoz..."|https://ingatlan.com/34695040|||||||||||||||||||||0.0|4.0|0.0|0.0|0.0|0.0|0.0|0.0|0|1|0|0|0|0|0|0|4.0|0.0|4.0|Általános terület|1.0|||
